city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,id
Bracey,Bracey,VA,Virginia,51117,Mecklenburg,36.5762,-78.1107,1840024859
Bassett,Bassett,VA,Virginia,51089,Henry,36.7615,-79.9866,1840006551
Tiki Island,Tiki Island,TX,Texas,48167,Galveston,29.2985,-94.9175,1840003908
Sand Point,Sand Point,AK,Alaska,2013,Aleutians East,55.3227,-160.4834,1840023269
St. Paul,St. Paul,IN,Indiana,18031,Decatur,39.4282,-85.6287,1840010657
Flanagan,Flanagan,IL,Illinois,17105,Livingston,40.8771,-88.8597,1840011785
Cobden,Cobden,IL,Illinois,17181,Union,37.5335,-89.2545,1840013007
Berryville,Berryville,TX,Texas,48213,Henderson,32.0876,-95.4667,1840020777
Amelia Court House,Amelia Court House,VA,Virginia,51007,Amelia,37.3366,-77.9882,1840026850
Powderly,Powderly,TX,Texas,48277,Lamar,33.8091,-95.5049,1840025872
Greene,Greene,IA,Iowa,19023,Butler,42.8967,-92.8041,1840008038
Nauvoo,Nauvoo,IL,Illinois,17067,Hancock,40.5457,-91.3829,1840008341
Hydesville,Hydesville,CA,California,6023,Humboldt,40.5579,-124.0822,1840017486
Bogata,Bogata,TX,Texas,48387,Red River,33.4698,-95.2135,1840019316
Double Springs,Double Springs,AL,Alabama,1133,Winston,34.1502,-87.3912,1840007127
Wister,Wister,OK,Oklahoma,40079,Le Flore,34.9699,-94.7206,1840022776
Absarokee,Absarokee,MT,Montana,30095,Stillwater,45.5242,-109.4474,1840017395
Maud,Maud,OK,Oklahoma,40133,Seminole,35.1336,-96.7783,1840020441
Clark,Clark,SD,South Dakota,46025,Clark,44.8813,-97.7346,1840000292
Lydia,Lydia,LA,Louisiana,22045,Iberia,29.9263,-91.7813,1840014007
Donald,Donald,OR,Oregon,41047,Marion,45.2227,-122.8388,1840018583
Hamburg,Hamburg,IA,Iowa,19071,Fremont,40.6061,-95.6545,1840001000
Elliston,Elliston,VA,Virginia,51121,Montgomery,37.2163,-80.2245,1840024789
Choctaw,Choctaw,LA,Louisiana,22057,Lafourche,29.8457,-90.7238,1840031100
Washington,Washington,KS,Kansas,20201,Washington,39.816,-97.0486,1840000724
Los Indios,Los Indios,TX,Texas,48061,Cameron,26.0493,-97.7351,1840022265
Warren,Warren,TX,Texas,48457,Tyler,30.6127,-94.4104,1840025989
Goreville,Goreville,IL,Illinois,17087,Johnson,37.5611,-88.9557,1840013003
Skagway,Skagway,AK,Alaska,2230,Skagway,59.4566,-135.2927,1840023311
Holgate,Holgate,OH,Ohio,39069,Henry,41.2493,-84.1292,1840011605
Convoy,Convoy,OH,Ohio,39161,Van Wert,40.9177,-84.7053,1840011901
Chadwicks,Chadwicks,NY,New York,36065,Oneida,43.0291,-75.271,1840024027
Humansville,Humansville,MO,Missouri,29167,Polk,37.7952,-93.5766,1840007579
Lake Shore,Lake Shore,MN,Minnesota,27021,Cass,46.504,-94.3635,1840007722
Meadow View,Meadow View,VA,Virginia,51191,Washington,36.7638,-81.8728,1840041837
Caledonia,Caledonia,MS,Mississippi,28087,Lowndes,33.6836,-88.326,1840015690
Prospect,Prospect,OH,Ohio,39101,Marion,40.454,-83.1848,1840012028
Cherry Tree,Cherry Tree,OK,Oklahoma,40001,Adair,35.7454,-94.6428,1840034527
Quinter,Quinter,KS,Kansas,20063,Gove,39.0666,-100.2347,1840009702
Oskaloosa,Oskaloosa,KS,Kansas,20087,Jefferson,39.2158,-95.3145,1840009609
Cando,Cando,ND,North Dakota,38095,Towner,48.4872,-99.2026,1840000018
South Shore,South Shore,KY,Kentucky,21089,Greenup,38.7224,-82.9647,1840015184
Lilbourn,Lilbourn,MO,Missouri,29143,New Madrid,36.5908,-89.613,1840009939
New Franklin,New Franklin,MO,Missouri,29089,Howard,39.0175,-92.7406,1840008520
Grandview,Grandview,OH,Ohio,39061,Hamilton,39.1922,-84.7245,1840005877
Upton,Upton,WY,Wyoming,56045,Weston,44.1025,-104.6374,1840022351
Riner,Riner,VA,Virginia,51121,Montgomery,37.0675,-80.4405,1840024792
Franklin Park,Franklin Park,FL,Florida,12011,Broward,26.134,-80.1762,1840029104
Greenfields,Greenfields,PA,Pennsylvania,42011,Berks,40.3627,-75.9565,1840035458
Falls City,Falls City,OR,Oregon,41053,Polk,44.8648,-123.4372,1840019970
Shelton,Shelton,NE,Nebraska,31019,Buffalo,40.7789,-98.7306,1840011835
Skyline-Ganipa,Skyline-Ganipa,NM,New Mexico,35006,Cibola,35.0328,-107.614,1840074409
Clayton,Clayton,IN,Indiana,18063,Hendricks,39.6892,-86.5232,1840009537
Marcus,Marcus,IA,Iowa,19035,Cherokee,42.8224,-95.8068,1840008025
Ordway,Ordway,CO,Colorado,8025,Crowley,38.2209,-103.7566,1840022511
Catahoula,Catahoula,LA,Louisiana,22099,St. Martin,30.2125,-91.7127,1840026015
Shinglehouse,Shinglehouse,PA,Pennsylvania,42105,Potter,41.9662,-78.1908,1840003310
Homestead Base,Homestead Base,FL,Florida,12086,Miami-Dade,25.4936,-80.3911,1840073841
Stillman Valley,Stillman Valley,IL,Illinois,17141,Ogle,42.1048,-89.1803,1840011239
Tuscarawas,Tuscarawas,OH,Ohio,39157,Tuscarawas,40.3934,-81.4006,1840012099
Penhook,Penhook,VA,Virginia,51067,Franklin,36.9905,-79.6318,1840006475
New Hope,New Hope,TN,Tennessee,47115,Marion,35.0044,-85.6598,1840014604
De Smet,De Smet,SD,South Dakota,46077,Kingsbury,44.3862,-97.5497,1840000314
Aurora,Aurora,UT,Utah,49041,Sevier,38.9201,-111.934,1840018832
Port Republic,Port Republic,NJ,New Jersey,34001,Atlantic,39.5328,-74.4852,1840001536
St. Paul,St. Paul,TX,Texas,48085,Collin,33.0437,-96.5504,1840022020
Greenville,Greenville,IN,Indiana,18043,Floyd,38.3716,-85.9827,1840010814
Northfield,Northfield,KY,Kentucky,21111,Jefferson,38.2857,-85.6362,1840014297
Highlandville,Highlandville,MO,Missouri,29043,Christian,36.9409,-93.283,1840007646
Tioga,Tioga,TX,Texas,48181,Grayson,33.4718,-96.9187,1840022935
Bessemer,Bessemer,PA,Pennsylvania,42073,Lawrence,40.9756,-80.4878,1840003568
Luck,Luck,WI,Wisconsin,55095,Polk,45.5718,-92.4666,1840002055
Hector,Hector,MN,Minnesota,27129,Renville,44.7412,-94.712,1840006774
Deltaville,Deltaville,VA,Virginia,51119,Middlesex,37.5525,-76.3331,1840026817
Ashton,Ashton,ID,Idaho,16043,Fremont,44.0734,-111.4482,1840018607
Roscommon,Roscommon,MI,Michigan,26143,Roscommon,44.4915,-84.5914,1840010943
Aplington,Aplington,IA,Iowa,19023,Butler,42.5819,-92.8835,1840006914
Canaan,Canaan,CT,Connecticut,9005,Litchfield,42.0347,-73.3323,1840034218
Lake Nebagamon,Lake Nebagamon,WI,Wisconsin,55031,Douglas,46.512,-91.6995,1840003910
Neah Bay,Neah Bay,WA,Washington,53009,Clallam,48.3612,-124.6115,1840023937
Garrett Park,Garrett Park,MD,Maryland,24031,Montgomery,39.036,-77.0934,1840005843
Baxter Estates,Baxter Estates,NY,New York,36059,Nassau,40.8338,-73.6949,1840033846
Keuka Park,Keuka Park,NY,New York,36123,Yates,42.6123,-77.0916,1840026189
Queen Anne,Queen Anne,MD,Maryland,24033,Prince George's,38.9021,-76.6973,1840149380
Frankfort,Frankfort,OH,Ohio,39141,Ross,39.4069,-83.1842,1840012671
Gifford,Gifford,IL,Illinois,17019,Champaign,40.3079,-88.0214,1840012226
Robert Lee,Robert Lee,TX,Texas,48081,Coke,31.8954,-100.4856,1840020797
Grand Coulee,Grand Coulee,WA,Washington,53025,Grant,47.9392,-119.0028,1840019815
Hamlin,Hamlin,WV,West Virginia,54043,Lincoln,38.2805,-82.1087,1840006271
Norlina,Norlina,NC,North Carolina,37185,Warren,36.4451,-78.1952,1840016038
Sidney,Sidney,IA,Iowa,19071,Fremont,40.7459,-95.6443,1840009383
New Hartford Center,New Hartford Center,CT,Connecticut,9005,Litchfield,41.8802,-72.9753,1840073298
Ninnekah,Ninnekah,OK,Oklahoma,40051,Grady,34.9641,-97.9447,1840022777
Mountainhome,Mountainhome,PA,Pennsylvania,42089,Monroe,41.1779,-75.2632,1840005172
Strodes Mills,Strodes Mills,PA,Pennsylvania,42087,Mifflin,40.5487,-77.6751,1840035213
Rawls Springs,Rawls Springs,MS,Mississippi,28035,Forrest,31.3797,-89.3878,1840025970
Campti,Campti,LA,Louisiana,22069,Natchitoches,31.898,-93.1158,1840015838
Arnaudville,Arnaudville,LA,Louisiana,22097,St. Landry,30.4021,-91.932,1840015905
Califon,Califon,NJ,New Jersey,34019,Hunterdon,40.7192,-74.8371,1840001038
McClellan Park,McClellan Park,CA,California,6067,Sacramento,38.6631,-121.4015,1840038292
Amherst,Amherst,WI,Wisconsin,55097,Portage,44.4475,-89.2832,1840002324
Martin,Martin,SD,South Dakota,46007,Bennett,43.1749,-101.7324,1840002892
Fyffe,Fyffe,AL,Alabama,1049,DeKalb,34.4496,-85.9049,1840004830
Auxier,Auxier,KY,Kentucky,21071,Floyd,37.7356,-82.7661,1840026818
Lakeview,Lakeview,WA,Washington,53025,Grant,47.3755,-119.5044,1840136062
Wolcottville,Wolcottville,IN,Indiana,18113,Noble,41.5255,-85.3665,1840010254
Dodson Branch,Dodson Branch,TN,Tennessee,47087,Jackson,36.3148,-85.5322,1840025768
Reading,Reading,MI,Michigan,26059,Hillsdale,41.8396,-84.7478,1840003251
Luckey,Luckey,OH,Ohio,39173,Wood,41.4525,-83.4839,1840011557
McLeansville,McLeansville,NC,North Carolina,37081,Guilford,36.1045,-79.6554,1840013355
Beach,Beach,ND,North Dakota,38033,Golden Valley,46.9192,-104.008,1840001916
Saylorsburg,Saylorsburg,PA,Pennsylvania,42089,Monroe,40.8997,-75.3179,1840026363
Maud,Maud,TX,Texas,48037,Bowie,33.3299,-94.3461,1840020611
Alamance,Alamance,NC,North Carolina,37001,Alamance,36.0285,-79.4891,1840017736
Truman,Truman,MN,Minnesota,27091,Martin,43.8279,-94.4366,1840010046
Foxfire,Foxfire,NC,North Carolina,37125,Moore,35.179,-79.564,1840017851
George,George,IA,Iowa,19119,Lyon,43.342,-96.0027,1840007972
Rainbow City,Rainbow City,AZ,Arizona,4017,Navajo,33.8731,-109.9763,1840038035
Ranchester,Ranchester,WY,Wyoming,56033,Sheridan,44.9075,-107.1674,1840021245
Fairfield Beach,Fairfield Beach,OH,Ohio,39045,Fairfield,39.9183,-82.4791,1840005561
Worden,Worden,IL,Illinois,17119,Madison,38.9316,-89.8402,1840012804
Akutan,Akutan,AK,Alaska,2013,Aleutians East,54.1594,-165.7328,1840023265
Obion,Obion,TN,Tennessee,47131,Obion,36.2643,-89.1947,1840016069
Elwood,Elwood,NJ,New Jersey,34001,Atlantic,39.5731,-74.7148,1840005594
St. Michaels,St. Michaels,MD,Maryland,24041,Talbot,38.7882,-76.2243,1840006091
Concord,Concord,MI,Michigan,26075,Jackson,42.1762,-84.6456,1840011197
Lakeville,Lakeville,CT,Connecticut,9005,Litchfield,41.9594,-73.4467,1840026222
Parklawn,Parklawn,CA,California,6099,Stanislaus,37.6069,-120.9793,1840042934
Aurora,Aurora,OR,Oregon,41047,Marion,45.2285,-122.7572,1840018578
Mound City,Mound City,MO,Missouri,29087,Holt,40.1365,-95.2337,1840008382
Crocker,Crocker,MO,Missouri,29169,Pulaski,37.948,-92.2676,1840007556
Clermont,Clermont,GA,Georgia,13139,Hall,34.4784,-83.7721,1840016648
Town Creek,Town Creek,AL,Alabama,1079,Lawrence,34.6718,-87.4063,1840016591
Newport,Newport,DE,Delaware,10003,New Castle,39.7136,-75.6052,1840005582
Ridgway,Ridgway,CO,Colorado,8091,Ouray,38.1573,-107.7545,1840021512
Rio,Rio,WI,Wisconsin,55021,Columbia,43.4497,-89.2388,1840002714
Helena West Side,Helena West Side,MT,Montana,30049,Lewis and Clark,46.5966,-112.1138,1840074087
Eden Valley,Eden Valley,MN,Minnesota,27093,Meeker,45.3263,-94.5453,1840007806
East Gull Lake,East Gull Lake,MN,Minnesota,27021,Cass,46.3948,-94.3548,1840007720
Asherton,Asherton,TX,Texas,48127,Dimmit,28.446,-99.7604,1840019700
Eagle Lake,Eagle Lake,WI,Wisconsin,55101,Racine,42.7014,-88.1291,1840004480
Port Norris,Port Norris,NJ,New Jersey,34011,Cumberland,39.2521,-75.0412,1840005750
Ecru,Ecru,MS,Mississippi,28115,Pontotoc,34.355,-89.0222,1840016678
Riesel,Riesel,TX,Texas,48309,McLennan,31.4763,-96.9304,1840020812
Apalachin,Apalachin,NY,New York,36107,Tioga,42.0705,-76.1626,1840004665
Sweet Home,Sweet Home,AR,Arkansas,5119,Pulaski,34.6707,-92.2465,1840013535
Poseyville,Poseyville,IN,Indiana,18129,Posey,38.1698,-87.7832,1840010822
Candelero Arriba,Candelero Arriba,PR,Puerto Rico,72069,Humacao,18.1017,-65.8342,1630035635
Wolfhurst,Wolfhurst,OH,Ohio,39013,Belmont,40.069,-80.781,1840026551
Astoria,Astoria,IL,Illinois,17057,Fulton,40.2279,-90.3566,1840012006
Westfield,Westfield,PA,Pennsylvania,42117,Tioga,41.9177,-77.5403,1840003305
Knights Landing,Knights Landing,CA,California,6113,Yolo,38.7979,-121.7175,1840024601
Kissee Mills,Kissee Mills,MO,Missouri,29213,Taney,36.6694,-93.0473,1840025750
Churchill,Churchill,MT,Montana,30031,Gallatin,45.75,-111.3103,1840026102
Lompico,Lompico,CA,California,6087,Santa Cruz,37.1101,-122.0523,1840024795
Gorman,Gorman,TX,Texas,48133,Eastland,32.2136,-98.6721,1840020765
Chauncey,Chauncey,OH,Ohio,39009,Athens,39.4005,-82.1261,1840010638
Egypt,Egypt,AL,Alabama,1055,Etowah,34.0759,-86.1651,1840022888
Ouray,Ouray,CO,Colorado,8091,Ouray,38.0276,-107.6734,1840020258
Taylors Falls,Taylors Falls,MN,Minnesota,27025,Chisago,45.4121,-92.6644,1840008895
Milford Square,Milford Square,PA,Pennsylvania,42017,Bucks,40.4325,-75.4056,1840035099
Island City,Island City,OR,Oregon,41061,Union,45.3359,-118.0495,1840018544
Point Venture,Point Venture,TX,Texas,48453,Travis,30.3817,-98.001,1840023144
Riverdale Park,Riverdale Park,CA,California,6099,Stanislaus,37.6028,-121.0425,1840028351
Carlton,Carlton,MN,Minnesota,27017,Carlton,46.6635,-92.407,1840006648
Thornton,Thornton,CA,California,6077,San Joaquin,38.231,-121.425,1840026770
Sunman,Sunman,IN,Indiana,18137,Ripley,39.2373,-85.0931,1840010675
Fairhope,Fairhope,PA,Pennsylvania,42051,Fayette,40.1151,-79.8389,1840026562
Maypearl,Maypearl,TX,Texas,48139,Ellis,32.314,-97.0052,1840020756
Wakeman,Wakeman,OH,Ohio,39077,Huron,41.253,-82.4028,1840011711
Hill City,Hill City,SD,South Dakota,46103,Pennington,43.9338,-103.5693,1840002184
Potter Lake,Potter Lake,WI,Wisconsin,55127,Walworth,42.8196,-88.3487,1840004477
New Bedford,New Bedford,PA,Pennsylvania,42073,Lawrence,41.0955,-80.4953,1840026379
Rosendale,Rosendale,WI,Wisconsin,55039,Fond du Lac,43.808,-88.6731,1840002610
Meigs,Meigs,GA,Georgia,13275,Thomas,31.0713,-84.0922,1840015892
New Philadelphia,New Philadelphia,PA,Pennsylvania,42107,Schuylkill,40.7178,-76.1167,1840002768
Fairland,Fairland,OK,Oklahoma,40115,Ottawa,36.7506,-94.8483,1840021618
Belle Vernon,Belle Vernon,PA,Pennsylvania,42051,Fayette,40.1256,-79.867,1840001499
Horatio,Horatio,AR,Arkansas,5133,Sevier,33.941,-94.3554,1840014736
Fanning Springs,Fanning Springs,FL,Florida,12041,Gilchrist,29.5873,-82.9245,1840014038
Arp,Arp,TX,Texas,48423,Smith,32.2279,-95.0536,1840019455
St. Jo,St. Jo,TX,Texas,48337,Montague,33.695,-97.5231,1840021949
Velda Village Hills,Velda Village Hills,MO,Missouri,29189,St. Louis,38.6922,-90.2877,1840012828
Central City,Central City,PA,Pennsylvania,42111,Somerset,40.1096,-78.8043,1840003734
Melville,Melville,LA,Louisiana,22097,St. Landry,30.6917,-91.7485,1840017172
Plummer,Plummer,ID,Idaho,16009,Benewah,47.3301,-116.8849,1840019851
Kibler,Kibler,AR,Arkansas,5033,Crawford,35.4265,-94.2368,1840014539
Alexandria Bay,Alexandria Bay,NY,New York,36045,Jefferson,44.34,-75.9161,1840004120
Wink,Wink,TX,Texas,48495,Winkler,31.7545,-103.1541,1840022128
Newark,Newark,IL,Illinois,17093,Kendall,41.5368,-88.5804,1840011507
Castle Hayne,Castle Hayne,NC,North Carolina,37129,New Hanover,34.3583,-77.9114,1840013628
Celoron,Celoron,NY,New York,36013,Chautauqua,42.1053,-79.2777,1840004577
Lynn,Lynn,IN,Indiana,18135,Randolph,40.0488,-84.9424,1840009449
Luxora,Luxora,AR,Arkansas,5093,Mississippi,35.7576,-89.9298,1840015362
University Heights,University Heights,IA,Iowa,19103,Johnson,41.6551,-91.5589,1840010190
Lovington,Lovington,IL,Illinois,17139,Moultrie,39.7143,-88.6315,1840012563
Abbottstown,Abbottstown,PA,Pennsylvania,42001,Adams,39.8843,-76.9888,1840000675
Point Lookout,Point Lookout,NY,New York,36059,Nassau,40.5903,-73.5795,1840005251
Wurtland,Wurtland,KY,Kentucky,21089,Greenup,38.5495,-82.7788,1840015186
Schurz,Schurz,NV,Nevada,32021,Mineral,38.9366,-118.7925,1840018828
Glandorf,Glandorf,OH,Ohio,39137,Putnam,41.0279,-84.0791,1840011756
Cascade,Cascade,ID,Idaho,16085,Valley,44.5087,-116.0426,1840018585
De Soto,De Soto,IA,Iowa,19049,Dallas,41.5364,-94.0098,1840007056
Pen Mar,Pen Mar,PA,Pennsylvania,42055,Franklin,39.7243,-77.515,1840026533
Rhodhiss,Rhodhiss,NC,North Carolina,37027,Caldwell,35.7684,-81.4312,1840017754
Dickeyville,Dickeyville,WI,Wisconsin,55043,Grant,42.6248,-90.5914,1840002975
Lily Lake,Lily Lake,IL,Illinois,17089,Kane,41.9518,-88.4742,1840011345
Callender Lake,Callender Lake,TX,Texas,48467,Van Zandt,32.3675,-95.6983,1840042520
Groveton,Groveton,TX,Texas,48455,Trinity,31.0572,-95.1269,1840020847
Pocono Pines,Pocono Pines,PA,Pennsylvania,42089,Monroe,41.1149,-75.4589,1840005173
Parker,Parker,SD,South Dakota,46125,Turner,43.3978,-97.1334,1840000358
Overbrook,Overbrook,KS,Kansas,20139,Osage,38.7794,-95.557,1840009778
Riverside,Riverside,IA,Iowa,19183,Washington,41.4894,-91.5558,1840009280
Lake Waynoka,Lake Waynoka,OH,Ohio,39015,Brown,38.9401,-83.7786,1840043000
Royalton,Royalton,PA,Pennsylvania,42043,Dauphin,40.1873,-76.727,1840001296
Bolivar,Bolivar,WV,West Virginia,54037,Jefferson,39.3242,-77.7517,1840005760
Paradise,Paradise,UT,Utah,49005,Cache,41.5682,-111.8334,1840022376
Delevan,Delevan,NY,New York,36009,Cattaraugus,42.4913,-78.4796,1840004599
Mallory,Mallory,WV,West Virginia,54045,Logan,37.7274,-81.8206,1840006334
Tyndall,Tyndall,SD,South Dakota,46009,Bon Homme,42.9899,-97.8642,1840003066
Lincoln,Lincoln,PA,Pennsylvania,42003,Allegheny,40.2994,-79.8554,1840001242
Lyndon,Lyndon,KS,Kansas,20139,Osage,38.6118,-95.6844,1840009776
Thompson,Thompson,ND,North Dakota,38035,Grand Forks,47.7753,-97.1058,1840001891
Pierceton,Pierceton,IN,Indiana,18085,Kosciusko,41.1992,-85.7032,1840010275
Plains,Plains,KS,Kansas,20119,Meade,37.2642,-100.5898,1840009901
Kenmare,Kenmare,ND,North Dakota,38101,Ward,48.6728,-102.0721,1840000051
Hart,Hart,TX,Texas,48069,Castro,34.3857,-102.115,1840020521
Afton,Afton,OK,Oklahoma,40115,Ottawa,36.6965,-94.9579,1840021616
Mantua,Mantua,OH,Ohio,39133,Portage,41.2819,-81.2221,1840011675
Gaston,Gaston,NC,North Carolina,37131,Northampton,36.4965,-77.6449,1840016043
Beale AFB,Beale AFB,CA,California,6115,Yuba,39.1095,-121.3543,1840073898
Watterson Park,Watterson Park,KY,Kentucky,21111,Jefferson,38.189,-85.6865,1840015198
McCloud,McCloud,CA,California,6093,Siskiyou,41.254,-122.136,1840017469
Baudette,Baudette,MN,Minnesota,27077,Lake of the Woods,48.7119,-94.5925,1840007673
Altamont,Altamont,KS,Kansas,20099,Labette,37.1876,-95.2897,1840007625
Cape Charles,Cape Charles,VA,Virginia,51131,Northampton,37.257,-76.0093,1840006416
Heath Springs,Heath Springs,SC,South Carolina,45057,Lancaster,34.5933,-80.675,1840015505
San Pablo,San Pablo,NM,New Mexico,35013,Doña Ana,32.2506,-106.7626,1840025090
Julian,Julian,CA,California,6073,San Diego,33.0735,-116.5889,1840018022
Plandome Heights,Plandome Heights,NY,New York,36059,Nassau,40.8021,-73.7049,1840033934
Chetopa,Chetopa,KS,Kansas,20099,Labette,37.0376,-95.0926,1840001711
Silverado Resort,Silverado Resort,CA,California,6055,Napa,38.3536,-122.2556,1840076237
Bradner,Bradner,OH,Ohio,39173,Wood,41.3237,-83.4363,1840011548
Kingston,Kingston,OH,Ohio,39141,Ross,39.4723,-82.912,1840012670
Shongopovi,Shongopovi,AZ,Arizona,4017,Navajo,35.8195,-110.5331,1840136204
Elkhart Lake,Elkhart Lake,WI,Wisconsin,55117,Sheboygan,43.8321,-88.0147,1840002621
María Antonia,Maria Antonia,PR,Puerto Rico,72055,Guánica,17.9789,-66.8889,1630023535
Gray,Gray,TN,Tennessee,47179,Washington,36.4219,-82.4767,1840013333
Friars Point,Friars Point,MS,Mississippi,28027,Coahoma,34.368,-90.6379,1840016643
Walton,Walton,IN,Indiana,18017,Cass,40.6622,-86.2441,1840010363
Cedar Ridge,Cedar Ridge,CA,California,6109,Tuolumne,38.0661,-120.2737,1840022518
Dasher,Dasher,GA,Georgia,13185,Lowndes,30.7462,-83.2253,1840017144
Danville,Danville,OH,Ohio,39083,Knox,40.447,-82.2608,1840012139
Seabrook Beach,Seabrook Beach,NH,New Hampshire,33015,Rockingham,42.8852,-70.8235,1840026176
Browning,Browning,MT,Montana,30035,Glacier,48.5564,-113.0151,1840021053
Rosiclare,Rosiclare,IL,Illinois,17069,Hardin,37.4239,-88.3501,1840009894
New London,New London,TX,Texas,48401,Rusk,32.2687,-94.9296,1840020769
Rapids,Rapids,NY,New York,36063,Niagara,43.0976,-78.644,1840004269
Yoe,Yoe,PA,Pennsylvania,42133,York,39.9094,-76.6366,1840001471
Peggs,Peggs,OK,Oklahoma,40021,Cherokee,36.0673,-95.0718,1840024906
Oilton,Oilton,OK,Oklahoma,40037,Creek,36.0821,-96.5819,1840020392
Quogue,Quogue,NY,New York,36103,Suffolk,40.8215,-72.5987,1840005132
Colfax,Colfax,IL,Illinois,17113,McLean,40.5666,-88.616,1840011975
Keewatin,Keewatin,MN,Minnesota,27061,Itasca,47.4006,-93.0828,1840007717
Leesburg,Leesburg,AL,Alabama,1019,Cherokee,34.1839,-85.775,1840016636
Grimsley,Grimsley,TN,Tennessee,47049,Fentress,36.2761,-84.997,1840025760
Eclectic,Eclectic,AL,Alabama,1051,Elmore,32.6387,-86.0386,1840016965
Alleghenyville,Alleghenyville,PA,Pennsylvania,42011,Berks,40.2327,-75.9762,1840034841
Alexandria,Alexandria,TN,Tennessee,47041,DeKalb,36.0791,-86.0381,1840015349
Edinburg,Edinburg,IL,Illinois,17021,Christian,39.658,-89.3903,1840012545
Belfield,Belfield,ND,North Dakota,38089,Stark,46.8859,-103.199,1840001937
Pinesdale,Pinesdale,MT,Montana,30081,Ravalli,46.3338,-114.2231,1840022323
Palmer,Palmer,PR,Puerto Rico,72119,Río Grande,18.3699,-65.774,1630035538
Ramsey,Ramsey,IL,Illinois,17051,Fayette,39.1457,-89.1103,1840012735
Coal Hill,Coal Hill,AR,Arkansas,5071,Johnson,35.4375,-93.6647,1840014534
Lemont Furnace,Lemont Furnace,PA,Pennsylvania,42051,Fayette,39.9103,-79.6629,1840026570
Cyril,Cyril,OK,Oklahoma,40015,Caddo,34.8986,-98.2031,1840021764
Cobb,Cobb,CA,California,6033,Lake,38.8356,-122.723,1840017546
Red Lick,Red Lick,TX,Texas,48037,Bowie,33.4767,-94.1688,1840020614
Seelyville,Seelyville,IN,Indiana,18167,Vigo,39.4936,-87.2667,1840010621
Goshen,Goshen,KY,Kentucky,21185,Oldham,38.4027,-85.5825,1840013193
Enterprise,Enterprise,WV,West Virginia,54033,Harrison,39.4197,-80.2834,1840005764
Odin,Odin,IL,Illinois,17121,Marion,38.6159,-89.0541,1840012847
Willards,Willards,MD,Maryland,24045,Wicomico,38.3922,-75.3494,1840006224
Wilhoit,Wilhoit,AZ,Arizona,4025,Yavapai,34.4083,-112.6156,1840019165
Cherokee,Cherokee,AL,Alabama,1033,Colbert,34.7577,-87.967,1840016548
Richton,Richton,MS,Mississippi,28111,Perry,31.3495,-88.9407,1840018181
Beckemeyer,Beckemeyer,IL,Illinois,17027,Clinton,38.6059,-89.4322,1840012853
Tesuque,Tesuque,NM,New Mexico,35049,Santa Fe,35.7486,-105.921,1840019104
Thornville,Thornville,OH,Ohio,39127,Perry,39.8929,-82.4142,1840012487
Waldo,Waldo,FL,Florida,12001,Alachua,29.7926,-82.1663,1840015943
Eddyville,Eddyville,IA,Iowa,19179,Wapello,41.1591,-92.6297,1840008267
McCullom Lake,McCullom Lake,IL,Illinois,17111,McHenry,42.3682,-88.2966,1840011140
North Bonneville,North Bonneville,WA,Washington,53059,Skamania,45.6425,-121.9692,1840019903
Santa Anna,Santa Anna,TX,Texas,48083,Coleman,31.7369,-99.3254,1840023107
North English,North English,IA,Iowa,19095,Iowa,41.5168,-92.0777,1840008155
De Kalb,De Kalb,MS,Mississippi,28069,Kemper,32.7707,-88.656,1840016954
Worthing,Worthing,SD,South Dakota,46083,Lincoln,43.33,-96.7683,1840002842
Eustace,Eustace,TX,Texas,48213,Henderson,32.3075,-96.0139,1840020771
North Branch,North Branch,MI,Michigan,26087,Lapeer,43.2291,-83.1903,1840011002
Winfield,Winfield,TN,Tennessee,47151,Scott,36.5637,-84.4459,1840016018
New Cumberland,New Cumberland,WV,West Virginia,54029,Hancock,40.5072,-80.6115,1840005404
Masaryktown,Masaryktown,FL,Florida,12053,Hernando,28.4417,-82.461,1840014108
Winchester,Winchester,OH,Ohio,39001,Adams,38.9436,-83.654,1840012771
Vander,Vander,NC,North Carolina,37051,Cumberland,35.0347,-78.7888,1840013489
Salcha,Salcha,AK,Alaska,2090,Fairbanks North Star,64.5272,-146.904,1840037687
Pala,Pala,CA,California,6073,San Diego,33.3617,-117.0696,1840028262
Rushmere,Rushmere,VA,Virginia,51093,Isle of Wight,37.0836,-76.6747,1840006486
Mount Ida,Mount Ida,AR,Arkansas,5097,Montgomery,34.5509,-93.6309,1840014671
Chalfant,Chalfant,CA,California,6051,Mono,37.5105,-118.375,1840075653
Tilghman Island,Tilghman Island,MD,Maryland,24041,Talbot,38.7026,-76.3354,1840031488
Edwards,Edwards,MS,Mississippi,28049,Hinds,32.3326,-90.6055,1840016991
Yorkville,Yorkville,OH,Ohio,39013,Belmont,40.1528,-80.7079,1840012388
Wanatah,Wanatah,IN,Indiana,18091,LaPorte,41.4304,-86.8926,1840010202
South Waverly,South Waverly,PA,Pennsylvania,42015,Bradford,41.9955,-76.5441,1840000518
Grand Rapids,Grand Rapids,OH,Ohio,39173,Wood,41.4078,-83.868,1840011549
Tolar,Tolar,TX,Texas,48221,Hood,32.3894,-97.9191,1840022081
Casa Blanca,Casa Blanca,AZ,Arizona,4021,Pinal,33.1154,-111.9081,1840025877
